"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Codigo","Descripcion","Notas","Precio","IAlmacen","sys_recver","sys_deleted","sys_lock","uf_DomicilioCFD","uf_ExpedicionCXC","uf_inhabilitado","uf_fechainhabilitacion","uf_grupoprod","porcentaje_esperado"
"1","2017-10-06 06:02:53","0DB65C0695344B38B89524D528009020","2008-01-28 01:19:37",\N,\N,"0","2008-01-28 01:19:37",\N,"0001","Centro de consumo predeterminado",\N,"1","1","0",\N,\N,\N,"0",\N,"2017-10-06 06:02:54",\N,\N
