"Sys_PK","Sys_TimeStamp","Sys_GUID","Sys_DTCreated","Sys_User","Sys_LastUser","Sys_Exported","Sys_DTExported","Sys_Info","Clase","Codigo","Color","Comision1","Comision2","Comision3","Comision4","Comision5","Descripcion","Notas","Visible","sys_recver","sys_deleted","sys_lock"
"1","2017-05-13 12:22:25","83420FE6E0A64DCBB057DD148BFE967B","2008-04-01 11:45:27",\N,\N,"0","2008-04-01 11:45:27",\N,"4","0001","0","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","Línea predeterminada",\N,"1","0",\N,\N
